trial,config,states,steps,agent,wealth,return_pct
6,pre_high_500,pre_high,500,momentum,7827.390477947315,-21.72609522052685
6,pre_high_500,pre_high,500,random,6735.984519993328,-32.64015480006672
7,pre_high_500,pre_high,500,ql,5252.090883302755,-47.479091166972445
7,pre_high_500,pre_high,500,momentum,7476.099624700581,-25.239003752994186
7,pre_high_500,pre_high,500,random,6127.858520207359,-38.72141479792641
8,pre_high_500,pre_high,500,ql,6375.748963324021,-36.24251036675979
8,pre_high_500,pre_high,500,momentum,8606.283619934107,-13.937163800658928
8,pre_high_500,pre_high,500,random,6442.617781012173,-35.57382218987827
9,pre_high_500,pre_high,500,ql,6775.060439147845,-32.24939560852155
9,pre_high_500,pre_high,500,momentum,8382.970716733253,-16.170292832667474
9,pre_high_500,pre_high,500,random,6380.840149711404,-36.19159850288597
10,pre_high_500,pre_high,500,ql,6019.85086829789,-39.8014913170211
10,pre_high_500,pre_high,500,momentum,9315.856224115518,-6.8414377588448225
10,pre_high_500,pre_high,500,random,6278.733887426769,-37.21266112573231
11,pre_high_500,pre_high,500,ql,5953.143353558902,-40.468566464410976
11,pre_high_500,pre_high,500,momentum,8274.95072726995,-17.250492727300497
11,pre_high_500,pre_high,500,random,6262.7476861469095,-37.37252313853091
12,pre_high_500,pre_high,500,ql,5780.11242323463,-42.198875767653696
12,pre_high_500,pre_high,500,momentum,7890.500360896692,-21.09499639103308
12,pre_high_500,pre_high,500,random,6567.433903266529,-34.325660967334706
13,pre_high_500,pre_high,500,ql,6049.237646294505,-39.507623537054954
13,pre_high_500,pre_high,500,momentum,8520.764493213634,-14.792355067863664
13,pre_high_500,pre_high,500,random,6328.089020854072,-36.719109791459275
14,pre_high_500,pre_high,500,ql,5526.329544620921,-44.73670455379079
14,pre_high_500,pre_high,500,momentum,9107.655779190005,-8.92344220809995
14,pre_high_500,pre_high,500,random,6886.332746757558,-31.136672532424416
15,pre_high_500,pre_high,500,ql,5990.161522328694,-40.098384776713054
15,pre_high_500,pre_high,500,momentum,7901.54663761843,-20.984533623815697
15,pre_high_500,pre_high,500,random,6487.2467175069105,-35.127532824930896
16,pre_high_500,pre_high,500,ql,6617.326197169916,-33.826738028300845
16,pre_high_500,pre_high,500,momentum,8476.5613670928,-15.234386329072004
16,pre_high_500,pre_high,500,random,6531.642441869889,-34.68357558130111
17,pre_high_500,pre_high,500,ql,5905.81478300532,-40.9418521699468
17,pre_high_500,pre_high,500,momentum,9061.542270396643,-9.384577296033568
17,pre_high_500,pre_high,500,random,7410.088583148223,-25.899114168517773
18,pre_high_500,pre_high,500,ql,6702.4248736688605,-32.975751263311395
18,pre_high_500,pre_high,500,momentum,8815.507642038723,-11.844923579612768
18,pre_high_500,pre_high,500,random,6695.822112303475,-33.04177887696525
19,pre_high_500,pre_high,500,ql,6188.088026119123,-38.11911973880877
19,pre_high_500,pre_high,500,momentum,8499.453333765237,-15.005466662347626
19,pre_high_500,pre_high,500,random,6845.677124525618,-31.543228754743822
20,pre_high_500,pre_high,500,ql,6555.029140239962,-34.449708597600385
20,pre_high_500,pre_high,500,momentum,8886.426413107365,-11.13573586892635
20,pre_high_500,pre_high,500,random,6903.076381409947,-30.969236185900527
21,pre_high_500,pre_high,500,ql,5621.7326338538405,-43.782673661461594
21,pre_high_500,pre_high,500,momentum,9139.464280122404,-8.605357198775964
21,pre_high_500,pre_high,500,random,6201.2240126075785,-37.98775987392421
22,pre_high_500,pre_high,500,ql,6744.883263763099,-32.55116736236901
22,pre_high_500,pre_high,500,momentum,8787.429516572227,-12.12570483427773
22,pre_high_500,pre_high,500,random,6979.754838137058,-30.20245161862942
23,pre_high_500,pre_high,500,ql,5873.2107725236965,-41.267892274763035
23,pre_high_500,pre_high,500,momentum,9094.36684421793,-9.056331557820704
23,pre_high_500,pre_high,500,random,5920.209186935182,-40.79790813064818
24,pre_high_500,pre_high,500,ql,6275.745709543603,-37.24254290456397
24,pre_high_500,pre_high,500,momentum,8402.547287465357,-15.97452712534643
24,pre_high_500,pre_high,500,random,6970.012741641702,-30.29987258358298
25,pre_high_500,pre_high,500,ql,5419.773893078166,-45.80226106921834
25,pre_high_500,pre_high,500,momentum,8908.009745748277,-10.91990254251723
25,pre_high_500,pre_high,500,random,6347.8834791924155,-36.52116520807584
26,pre_high_500,pre_high,500,ql,5737.367382220917,-42.62632617779084
26,pre_high_500,pre_high,500,momentum,8466.027272527544,-15.339727274724556
26,pre_high_500,pre_high,500,random,6681.358610174312,-33.18641389825688
27,pre_high_500,pre_high,500,ql,5080.260822078998,-49.19739177921002
27,pre_high_500,pre_high,500,momentum,8629.98749384425,-13.7001250615575
27,pre_high_500,pre_high,500,random,6759.828849448535,-32.40171150551465
28,pre_high_500,pre_high,500,ql,5188.119118378744,-48.11880881621256
28,pre_high_500,pre_high,500,momentum,8103.761074381947,-18.962389256180533
28,pre_high_500,pre_high,500,random,6149.4304616958425,-38.50569538304158
29,pre_high_500,pre_high,500,ql,6979.667430702182,-30.20332569297818
29,pre_high_500,pre_high,500,momentum,8106.256572297491,-18.937434277025087
29,pre_high_500,pre_high,500,random,6525.528782553264,-34.74471217446736
0,pre_high_1000,pre_high,1000,ql,3538.1286500703723,-64.61871349929628
0,pre_high_1000,pre_high,1000,momentum,8265.814258281282,-17.341857417187185
0,pre_high_1000,pre_high,1000,random,5081.1113196008855,-49.188886803991146
1,pre_high_1000,pre_high,1000,ql,3603.0310108836247,-63.96968989116375
1,pre_high_1000,pre_high,1000,momentum,8338.744936936482,-16.612550630635177
1,pre_high_1000,pre_high,1000,random,5570.238985793014,-44.297610142069864
2,pre_high_1000,pre_high,1000,ql,4556.973615466553,-54.430263845334466
2,pre_high_1000,pre_high,1000,momentum,8245.866074188381,-17.541339258116185
2,pre_high_1000,pre_high,1000,random,5154.04214081983,-48.4595785918017
3,pre_high_1000,pre_high,1000,ql,4368.077469938933,-56.31922530061067
3,pre_high_1000,pre_high,1000,momentum,7707.934062166021,-22.92065937833979
3,pre_high_1000,pre_high,1000,random,5159.918930767206,-48.400810692327944
4,pre_high_1000,pre_high,1000,ql,4257.861541242444,-57.42138458757556
4,pre_high_1000,pre_high,1000,momentum,7959.877551828364,-20.401224481716362
4,pre_high_1000,pre_high,1000,random,5636.607388698569,-43.63392611301431
5,pre_high_1000,pre_high,1000,ql,3456.4571769026225,-65.43542823097377
5,pre_high_1000,pre_high,1000,momentum,7849.351858779706,-21.506481412202938
5,pre_high_1000,pre_high,1000,random,5326.66628660864,-46.7333371339136
6,pre_high_1000,pre_high,1000,ql,4491.604808641716,-55.083951913582844
6,pre_high_1000,pre_high,1000,momentum,7769.61241239726,-22.303875876027394
6,pre_high_1000,pre_high,1000,random,5280.859978970436,-47.19140021029564
7,pre_high_1000,pre_high,1000,ql,4567.9289877957235,-54.32071012204276
7,pre_high_1000,pre_high,1000,momentum,8805.154673745068,-11.94845326254932
7,pre_high_1000,pre_high,1000,random,4999.022137965624,-50.00977862034376
8,pre_high_1000,pre_high,1000,ql,6464.604368262769,-35.353956317372315
8,pre_high_1000,pre_high,1000,momentum,7979.0294330694605,-20.209705669305393
8,pre_high_1000,pre_high,1000,random,5129.961865620568,-48.70038134379433
9,pre_high_1000,pre_high,1000,ql,4978.948417100244,-50.21051582899756
9,pre_high_1000,pre_high,1000,momentum,8400.357087458087,-15.996429125419127
9,pre_high_1000,pre_high,1000,random,5195.291034559223,-48.04708965440777
10,pre_high_1000,pre_high,1000,ql,4901.192681021772,-50.988073189782284
10,pre_high_1000,pre_high,1000,momentum,8637.463554857535,-13.625364451424648
10,pre_high_1000,pre_high,1000,random,4591.361046096355,-54.08638953903645
11,pre_high_1000,pre_high,1000,ql,4402.083956637185,-55.97916043362815
11,pre_high_1000,pre_high,1000,momentum,8019.889011347031,-19.801109886529694
11,pre_high_1000,pre_high,1000,random,5187.645790887871,-48.12354209112129
12,pre_high_1000,pre_high,1000,ql,5521.718670701229,-44.78281329298771
12,pre_high_1000,pre_high,1000,momentum,8555.663157352092,-14.443368426479083
12,pre_high_1000,pre_high,1000,random,4995.433945000304,-50.04566054999695
13,pre_high_1000,pre_high,1000,ql,3955.5048595522358,-60.44495140447764
13,pre_high_1000,pre_high,1000,momentum,8805.542542959996,-11.944574570400036
13,pre_high_1000,pre_high,1000,random,5820.797704946285,-41.792022950537145
14,pre_high_1000,pre_high,1000,ql,4488.804799619152,-55.11195200380848
14,pre_high_1000,pre_high,1000,momentum,8104.676080918534,-18.953239190814656
14,pre_high_1000,pre_high,1000,random,5191.971791300227,-48.080282086997734
15,pre_high_1000,pre_high,1000,ql,4418.236622954105,-55.817633770458954
15,pre_high_1000,pre_high,1000,momentum,7499.641000257845,-25.00358999742155
15,pre_high_1000,pre_high,1000,random,5080.2584563491755,-49.197415436508244
16,pre_high_1000,pre_high,1000,ql,5567.157918868794,-44.328420811312064
16,pre_high_1000,pre_high,1000,momentum,7185.89387574672,-28.141061242532796
16,pre_high_1000,pre_high,1000,random,5378.004088571096,-46.21995911428904
17,pre_high_1000,pre_high,1000,ql,3710.9490346424136,-62.89050965357586
17,pre_high_1000,pre_high,1000,momentum,8491.371959187818,-15.08628040812182
17,pre_high_1000,pre_high,1000,random,4538.131486965367,-54.61868513034633
18,pre_high_1000,pre_high,1000,ql,3672.985404837641,-63.27014595162359
18,pre_high_1000,pre_high,1000,momentum,8022.3547413031365,-19.776452586968635
18,pre_high_1000,pre_high,1000,random,4957.00676093963,-50.429932390603696
19,pre_high_1000,pre_high,1000,ql,5492.608859472625,-45.07391140527375
19,pre_high_1000,pre_high,1000,momentum,8432.713842841738,-15.672861571582617
19,pre_high_1000,pre_high,1000,random,5771.053326869141,-42.28946673130859
20,pre_high_1000,pre_high,1000,ql,4892.38073281868,-51.076192671813196
20,pre_high_1000,pre_high,1000,momentum,8309.220240077819,-16.907797599221812
20,pre_high_1000,pre_high,1000,random,5436.895629210441,-45.631043707895586
21,pre_high_1000,pre_high,1000,ql,4359.797415340465,-56.40202584659535
21,pre_high_1000,pre_high,1000,momentum,7965.847175673334,-20.34152824326666
21,pre_high_1000,pre_high,1000,random,5411.676651483777,-45.88323348516223
22,pre_high_1000,pre_high,1000,ql,3897.737162012979,-61.02262837987021
22,pre_high_1000,pre_high,1000,momentum,7226.506945511852,-27.734930544881482
22,pre_high_1000,pre_high,1000,random,5524.838485552225,-44.751615144477746
23,pre_high_1000,pre_high,1000,ql,3833.065720555295,-61.669342794447054
23,pre_high_1000,pre_high,1000,momentum,7569.196271929889,-24.30803728070111
23,pre_high_1000,pre_high,1000,random,5457.245710975805,-45.427542890241945
24,pre_high_1000,pre_high,1000,ql,4905.863583558368,-50.94136416441632
24,pre_high_1000,pre_high,1000,momentum,7414.6610498622,-25.853389501377997
24,pre_high_1000,pre_high,1000,random,5491.099689978867,-45.08900310021133
25,pre_high_1000,pre_high,1000,ql,4327.663317483857,-56.72336682516143
25,pre_high_1000,pre_high,1000,momentum,7785.231639066972,-22.14768360933028
25,pre_high_1000,pre_high,1000,random,4870.358813831235,-51.296411861687645
26,pre_high_1000,pre_high,1000,ql,3848.369942196986,-61.51630057803014
26,pre_high_1000,pre_high,1000,momentum,7987.201216996264,-20.127987830037362
26,pre_high_1000,pre_high,1000,random,6088.59414227681,-39.1140585772319
27,pre_high_1000,pre_high,1000,ql,5283.15094268595,-47.168490573140495
27,pre_high_1000,pre_high,1000,momentum,8068.535694152349,-19.314643058476513
27,pre_high_1000,pre_high,1000,random,4844.261558020179,-51.55738441979821
28,pre_high_1000,pre_high,1000,ql,4489.044926496,-55.10955073504
28,pre_high_1000,pre_high,1000,momentum,7639.639177558382,-23.603608224416185
28,pre_high_1000,pre_high,1000,random,5098.072206832885,-49.01927793167115
29,pre_high_1000,pre_high,1000,ql,4725.94723982202,-52.7405276017798
29,pre_high_1000,pre_high,1000,momentum,8649.211834528218,-13.50788165471782
29,pre_high_1000,pre_high,1000,random,5214.050086191376,-47.85949913808624
0,pre_high_2000,pre_high,2000,ql,1261.0173416098355,-87.38982658390165
0,pre_high_2000,pre_high,2000,momentum,6989.252086003525,-30.107479139964752
0,pre_high_2000,pre_high,2000,random,2918.743581982339,-70.81256418017661
1,pre_high_2000,pre_high,2000,ql,1894.8293623512145,-81.05170637648786
1,pre_high_2000,pre_high,2000,momentum,7635.07846597655,-23.649215340234495
1,pre_high_2000,pre_high,2000,random,3768.355865509611,-62.316441344903886
2,pre_high_2000,pre_high,2000,ql,1890.408008203538,-81.09591991796462
2,pre_high_2000,pre_high,2000,momentum,7047.082995903894,-29.529170040961063
2,pre_high_2000,pre_high,2000,random,3518.9961956353613,-64.81003804364639
3,pre_high_2000,pre_high,2000,ql,3018.0912105864763,-69.81908789413524
3,pre_high_2000,pre_high,2000,momentum,7360.8599076053015,-26.391400923946986
3,pre_high_2000,pre_high,2000,random,3154.646455531954,-68.45353544468045
4,pre_high_2000,pre_high,2000,ql,2589.840331910398,-74.10159668089602
4,pre_high_2000,pre_high,2000,momentum,7532.350516224434,-24.676494837755662
4,pre_high_2000,pre_high,2000,random,3079.1993118556425,-69.20800688144358
5,pre_high_2000,pre_high,2000,ql,1745.2928318080674,-82.54707168191933
5,pre_high_2000,pre_high,2000,momentum,6999.673312025298,-30.003266879747017
5,pre_high_2000,pre_high,2000,random,3207.4593850622296,-67.92540614937771
6,pre_high_2000,pre_high,2000,ql,2570.226952211475,-74.29773047788525
6,pre_high_2000,pre_high,2000,momentum,7161.638529087288,-28.383614709127123
6,pre_high_2000,pre_high,2000,random,3360.7497365071617,-66.39250263492839
7,pre_high_2000,pre_high,2000,ql,2136.948511066559,-78.6305148893344
7,pre_high_2000,pre_high,2000,momentum,8215.409618454172,-17.84590381545828
7,pre_high_2000,pre_high,2000,random,2945.2035681737907,-70.54796431826209
8,pre_high_2000,pre_high,2000,ql,3496.7848359967957,-65.03215164003204
8,pre_high_2000,pre_high,2000,momentum,7803.602622816691,-21.96397377183309
8,pre_high_2000,pre_high,2000,random,3162.7783578127937,-68.37221642187207
9,pre_high_2000,pre_high,2000,ql,2039.6504464138711,-79.6034955358613
9,pre_high_2000,pre_high,2000,momentum,7458.753705481273,-25.412462945187272
9,pre_high_2000,pre_high,2000,random,3096.2725541922155,-69.03727445807785
10,pre_high_2000,pre_high,2000,ql,2696.51041453857,-73.03489585461429
10,pre_high_2000,pre_high,2000,momentum,7916.745576319107,-20.832544236808925
10,pre_high_2000,pre_high,2000,random,2882.2696683970203,-71.17730331602979
11,pre_high_2000,pre_high,2000,ql,1647.618694481476,-83.52381305518524
11,pre_high_2000,pre_high,2000,momentum,7269.703887007287,-27.302961129927127
11,pre_high_2000,pre_high,2000,random,2839.7968035204976,-71.60203196479502
12,pre_high_2000,pre_high,2000,ql,2800.591472719118,-71.99408527280883
12,pre_high_2000,pre_high,2000,momentum,8170.181626364365,-18.29818373635635
12,pre_high_2000,pre_high,2000,random,2723.8205230143944,-72.76179476985607
13,pre_high_2000,pre_high,2000,ql,1831.7180160207718,-81.68281983979229
13,pre_high_2000,pre_high,2000,momentum,7319.251166852242,-26.80748833147758
13,pre_high_2000,pre_high,2000,random,2875.2639884175023,-71.24736011582497
14,pre_high_2000,pre_high,2000,ql,2546.1048449905816,-74.53895155009418
14,pre_high_2000,pre_high,2000,momentum,7917.451389336934,-20.82548610663066
14,pre_high_2000,pre_high,2000,random,3681.1300268692166,-63.188699731307835
15,pre_high_2000,pre_high,2000,ql,2349.668855958411,-76.50331144041589
15,pre_high_2000,pre_high,2000,momentum,6818.888628594765,-31.811113714052354
15,pre_high_2000,pre_high,2000,random,2963.8265755647476,-70.36173424435252
16,pre_high_2000,pre_high,2000,ql,2841.7928108902247,-71.58207189109775
16,pre_high_2000,pre_high,2000,momentum,7438.273712875538,-25.61726287124462
16,pre_high_2000,pre_high,2000,random,3525.429823091948,-64.74570176908051
17,pre_high_2000,pre_high,2000,ql,1957.335124486756,-80.42664875513243
17,pre_high_2000,pre_high,2000,momentum,7760.6184261380295,-22.393815738619704
17,pre_high_2000,pre_high,2000,random,2459.3938808844036,-75.40606119115597
18,pre_high_2000,pre_high,2000,ql,1818.4686573390861,-81.81531342660914
18,pre_high_2000,pre_high,2000,momentum,7693.688753431558,-23.063112465684416
18,pre_high_2000,pre_high,2000,random,3170.0912947293996,-68.299087052706
19,pre_high_2000,pre_high,2000,ql,2928.831467022794,-70.71168532977207
19,pre_high_2000,pre_high,2000,momentum,7343.637279462412,-26.56362720537588
19,pre_high_2000,pre_high,2000,random,3665.2310846846253,-63.34768915315375
20,pre_high_2000,pre_high,2000,ql,2363.7274013345404,-76.3627259866546
20,pre_high_2000,pre_high,2000,momentum,7512.168548812213,-24.87831451187787
20,pre_high_2000,pre_high,2000,random,3106.4357052017754,-68.93564294798225
21,pre_high_2000,pre_high,2000,ql,1866.323380216069,-81.33676619783931
21,pre_high_2000,pre_high,2000,momentum,7723.9142941440805,-22.760857058559196
21,pre_high_2000,pre_high,2000,random,2904.717794496712,-70.95282205503288
22,pre_high_2000,pre_high,2000,ql,1621.9611792781493,-83.78038820721851
22,pre_high_2000,pre_high,2000,momentum,7505.18539387679,-24.9481460612321
22,pre_high_2000,pre_high,2000,random,3437.366923433079,-65.62633076566921
23,pre_high_2000,pre_high,2000,ql,1768.7226432874254,-82.31277356712575
23,pre_high_2000,pre_high,2000,momentum,7177.184160364439,-28.22815839635561
23,pre_high_2000,pre_high,2000,random,3888.513114601178,-61.11486885398822
24,pre_high_2000,pre_high,2000,ql,3158.684745420845,-68.41315254579155
24,pre_high_2000,pre_high,2000,momentum,6824.754100656008,-31.752458993439923
24,pre_high_2000,pre_high,2000,random,3461.8863146795197,-65.38113685320481
25,pre_high_2000,pre_high,2000,ql,1878.5336607342686,-81.21466339265731
25,pre_high_2000,pre_high,2000,momentum,7846.846309590099,-21.531536904099013
25,pre_high_2000,pre_high,2000,random,3112.652810638673,-68.87347189361327
26,pre_high_2000,pre_high,2000,ql,2279.35579619581,-77.2064420380419
26,pre_high_2000,pre_high,2000,momentum,7562.088033769125,-24.37911966230875
26,pre_high_2000,pre_high,2000,random,4245.416763370227,-57.54583236629773
27,pre_high_2000,pre_high,2000,ql,2193.9328208352686,-78.06067179164731
27,pre_high_2000,pre_high,2000,momentum,6811.861012257942,-31.881389877420578
27,pre_high_2000,pre_high,2000,random,2956.3847053414843,-70.43615294658515
28,pre_high_2000,pre_high,2000,ql,2282.673128472324,-77.17326871527675
28,pre_high_2000,pre_high,2000,momentum,7159.217599529311,-28.40782400470689
28,pre_high_2000,pre_high,2000,random,3575.264926746764,-64.24735073253235
29,pre_high_2000,pre_high,2000,ql,1967.9695108700462,-80.32030489129954
29,pre_high_2000,pre_high,2000,momentum,8408.628479883682,-15.913715201163177
29,pre_high_2000,pre_high,2000,random,3319.9545067578265,-66.80045493242173
